pa_ms,pa_anvisa_sim,dist_lev,tipo
LESMAX,MSMA,3.0,princípio ativo
FRASCO DE VENENO NAO SABE INFORMAR O NOME,FORATO,3.0,princípio ativo
LOGIN,DODINA,3.0,princípio ativo
BENZOETUREIRA  CLASSE III,BENZOILUREIA,3.0,grupo químico
VENENO KARATE + BEBIDA ALCOOLICA,CARTAPE,3.0,princípio ativo
CABRIO,CARBARIL,3.0,princípio ativo
GLIBENDAMIDA,FLUBENDIAMIDA,3.0,princípio ativo
GROMACHA,BROMACILA,3.0,princípio ativo
PIREITE,PRIME,3.0,princípio ativo
QUIZALOFOP-P-ETHYL,ETANOL,3.0,princípio ativo
CANA,CAPTANA,3.0,princípio ativo
MISTURA DE PRODUTOS,PROMETON,3.0,princípio ativo
MATHIL,METOMIL,3.0,princípio ativo
THIAMETHXAME,TIAMETOXAM,3.0,princípio ativo
SAL DE ISOPROPILAMINA GLICINA C3H8NOSP,AVIGLICINA,3.0,princípio ativo
HERBICIDA 2-4D,TERBACILA,3.0,princípio ativo
"METANONFO,PARADOCOTINA",METANOL,3.0,princípio ativo
CLORETO DE POTASSIO,FORATO,3.0,princípio ativo
FOSTOC,FOSETIL,3.0,princípio ativo
PODIUM,DODINA,3.0,princípio ativo
ORGANFOSFARATO,ORGANOFOSFORADO,3.0,grupo químico
MUTOX,METAM,3.0,princípio ativo
BAYER - DITCHANE NT DOW AGRO SCIENCES,MACEX,3.0,princípio ativo
VENENO DE AMENDOIN,ENDRIN,3.0,princípio ativo
ALBERON,ALDRIN,3.0,princípio ativo
METILSUFURON-METILICO,ETILENO,3.0,grupo químico
CARBORAN FERSOL 350 SC,CARBOXINA,3.0,princípio ativo
FURA,MSMA,3.0,princípio ativo
RATICIDA NAO DETERMINADO,ANILIDA,3.0,grupo químico
ROUNDAP (HERBICIDA),TERBACILA,3.0,princípio ativo
SUMIGRAN 500 CE,SUMITRINA,3.0,princípio ativo
THIAMETHAXAM,TIAMETOXAM,3.0,princípio ativo
DRENO,UREIA,3.0,grupo químico
HANDAPE,CARTAPE,3.0,princípio ativo
ACREL,MACEX,3.0,princípio ativo
CURSIAL,UREIA,3.0,grupo químico
TRIAMEX,PRIME,3.0,princípio ativo
TIOMEDOXAN,TIAMETOXAM,3.0,princípio ativo
"HERBICIDA,",TERBACILA,3.0,princípio ativo
COBRA,BORAX,3.0,princípio ativo
"REGENTE,FURADON",FLURIDONA,3.0,princípio ativo
COBRE METALICO,METALDEIDO,3.0,princípio ativo
CLAP,MCPA,3.0,princípio ativo
N-FOSFONOMETIL-GLICINA,AVIGLICINA,3.0,princípio ativo
MANZAT,MANEBE,3.0,princípio ativo
HEXAMETILENO TETRAMINA,ATRAZINA,3.0,princípio ativo
MATA MATO - TORDO 24D,TIRAM,3.0,princípio ativo
RIMON SUPRA,MCPA,3.0,princípio ativo
ANDREK,ALDRIN,3.0,princípio ativo
HIDROCARBOMATOS PARAFINICOS,HIDROCARBONETO,3.0,grupo químico
CHEIK,UREIA,3.0,grupo químico
RIDOMIL,METOMIL,3.0,princípio ativo
INDUBRAS PRATA MATABICHEIRA,FORATO,3.0,princípio ativo
ACTARA 10 GR,CAPTANA,3.0,princípio ativo
ARKITO / POTENCIA / MANZATE OU DITABE,DIQUATE,3.0,princípio ativo
HERBICIDA DE CONTATO,FORATO,3.0,princípio ativo
DIMETHYL ACETAPHOS PHOMAMITHIONTE,ACETATO,3.0,grupo químico
QUINTIU THOR,QUINONA,3.0,grupo químico
PANAQUATRO SIC,PARAQUATE,3.0,princípio ativo
"PADRON ,PESTICIDA",ALDRIN,3.0,princípio ativo
"HANDAP,HORRAS,BAZUCA",BORAX,3.0,princípio ativo
TORDON- SECANTE,DECANOL,3.0,princípio ativo
GRAMAXONE (HERBICIDA),TERBACILA,3.0,princípio ativo
TERDEM XT,TIRAM,3.0,princípio ativo
THIAMETHOXCAM,TIAMETOXAM,3.0,princípio ativo
SEPTRIN,ENDRIN,3.0,princípio ativo
LA FLORACIO,FORATO,3.0,princípio ativo
FURAZIN 3D,ATRAZINA,3.0,princípio ativo
ATIVO 100 FERRUGEM,AMIDA,3.0,grupo químico
HIDROXIDO DE SODIO,DODINA,3.0,princípio ativo
FURACIN,URACILA,3.0,grupo químico
PYRINES,PRIME,3.0,princípio ativo
PRIMOLEO,PRIME,3.0,princípio ativo
PREND 806,PRIME,3.0,princípio ativo
GEOPRAM,METIRAM,3.0,princípio ativo
DECIS ULTRA 100 CE,UREIA,3.0,grupo químico
MALATOX,MALATIONA,3.0,princípio ativo
THIAMETHOXAN,TIAMETOXAM,3.0,princípio ativo
"RONDAPE ,TORDO ,ALAI",TIRAM,3.0,princípio ativo
FOLIAR BAYER,FOXIM,3.0,princípio ativo
DICHLOPHENOXY ACETIC ACID,ACETATO,3.0,grupo químico
NITROCAN,NITRALIN,3.0,princípio ativo
SIC IRMAO TOMOU DMA,MSMA,3.0,princípio ativo
POLETRIN,PROMETRINA,3.0,princípio ativo
TORGO,TIRAM,3.0,princípio ativo
ICON - 5CE,MCPA,3.0,princípio ativo
ORGONOFOSFORODOS,ORGANOFOSFORADO,3.0,grupo químico
CLORPAN,CLORPROFAN,3.0,princípio ativo
IHAROL,ETANOL,3.0,princípio ativo
GLICOFASATO,GLIFOSATO,3.0,princípio ativo
TORPAN,TIRAM,3.0,princípio ativo
DIMETILAMIPA,DIMETENAMIDA,3.0,princípio ativo
PRODUTO USADO EM BATATA,CAPTANA,3.0,princípio ativo
"CLORAN TRANILIPROLG 35,00%",DICLORANA,3.0,princípio ativo
BARAGEM,BIXAFEM,3.0,princípio ativo
BUNEMA 330  CS,UREIA,3.0,grupo químico
FLUAZITOP,FLUAZINAM,3.0,princípio ativo
VENENO HERBICIDA,TERBACILA,3.0,princípio ativo
CHLOAE FENILIPROLE,FENILPIRROL,3.0,grupo químico
RATICIDA - NAO ESPECIFICADO,ANILIDA,3.0,grupo químico
RANDA PY,AMIDA,3.0,grupo químico
TRAMAL,TIRAM,3.0,princípio ativo
DIORAN,DICLORANA,3.0,princípio ativo
AMINOL PPSTAR,ETANOL,3.0,princípio ativo
DIMETIL BIPERIDINA DICLOPETO,FOSETIL,3.0,princípio ativo
KURI,UREIA,3.0,grupo químico
ERHYLPERFLUORO OCTONE,CETONA,3.0,grupo químico
DORMIX,BORAX,3.0,princípio ativo
HERBICIDA NAO IDENTIFICADO,TERBACILA,3.0,princípio ativo
BR,BORAX,3.0,princípio ativo
PRODUTO AGRICOLA,PROMETON,3.0,princípio ativo
ORGANO PHOSFORADO,FORATO,3.0,princípio ativo
BHC,IPBC,3.0,princípio ativo
CERTEZA,CETONA,3.0,grupo químico
ALTISIM,ALOXIDIM,3.0,princípio ativo
TRICHLORO,TRICLORFOM,3.0,princípio ativo
INOX,IPBC,3.0,princípio ativo
HERBECIDA LANNATE BR,TERBACILA,3.0,princípio ativo
DORUS PLUS,BORAX,3.0,princípio ativo
PARADOX,PARATION,3.0,princípio ativo
ARREIO PASTO,UREIA,3.0,grupo químico
LOSMAM,MSMA,3.0,princípio ativo
VENENO CAPIM,FOXIM,3.0,princípio ativo
RANDE UP,MANEBE,3.0,princípio ativo
ROUNDYS (HERBICIDA),TERBACILA,3.0,princípio ativo
CARBAFURON,CARBOFURANO,3.0,princípio ativo
FERTOX,FORATO,3.0,princípio ativo
BILHATE,DIQUATE,3.0,princípio ativo
CITRIMETRINA,CIPERMETRINA,3.0,princípio ativo
"TOCHA,CROMOSSOMO",MCPA,3.0,princípio ativo
"AURORA,GAMITI,ECTARA",UREIA,3.0,grupo químico
HERBICIDA D,TERBACILA,3.0,princípio ativo
GRANULADO ( GIRASSOL CHUMBINHO),GERANIOL,3.0,princípio ativo
CONET,ZINEB,3.0,princípio ativo
GELPLENO / TITANO,ETANOL,3.0,princípio ativo
ORGANOFOSADO,ORGANOFOSFORADO,3.0,grupo químico
VENENO DE FORMIGA INSETICIDA,FOSFINA,3.0,princípio ativo
FUNGICIDA/ACARICIDA,CARBIMIDA,3.0,grupo químico
PRIORI,PRIME,3.0,princípio ativo
AREINHA,UREIA,3.0,grupo químico
EGO PLENO,ETILENO,3.0,grupo químico
CERA,METAM,3.0,princípio ativo
"ALFA-CIANO-3-FENOXIBENZIL-2,2-DIMETIL-3-(2,2-DICLOROVINIL)-C",FOSETIL,3.0,princípio ativo
BARRAGEM + RANDAPE,CARTAPE,3.0,princípio ativo
ALQUIL BENZENO,ALDRIN,3.0,princípio ativo
DICLOREL,DICLORANA,3.0,princípio ativo
VAREK,MACEX,3.0,princípio ativo
ARMEO,PRIME,3.0,princípio ativo
TARDOL,ETANOL,3.0,princípio ativo
S METHYL N,METAM,3.0,princípio ativo
"DMA ,MATA TUDO",METAM,3.0,princípio ativo
TOMOU 500ML DE SECANTE ROUNDUP,DECANOL,3.0,princípio ativo
HERO DAMEC,MACEX,3.0,princípio ativo
HERBICIDA - 1 COPO -200ML,TERBACILA,3.0,princípio ativo
COLONO,CETONA,3.0,grupo químico
AZODRIM,ALDRIN,3.0,princípio ativo
NALDIL,ALDRIN,3.0,princípio ativo
PLICORAN,PICLORAM,3.0,princípio ativo
DEOCIN,DODINA,3.0,princípio ativo
NOSCA BUM,MSMA,3.0,princípio ativo
ACTARA 2 250WE,CAPTANA,3.0,princípio ativo
AGROTOXICO TEXAS,METAM,3.0,princípio ativo
CYPROCONOZOLE,CIPROCONAZOL,3.0,princípio ativo
VENENO CARBONAN,CARBOXINA,3.0,princípio ativo
TROPE,PRIME,3.0,princípio ativo
PRATICO E HEMICOR,PARATION,3.0,princípio ativo
PODIUM EW,DODINA,3.0,princípio ativo
ORGANOFOSFOROSE,ORGANOFOSFORADO,3.0,grupo químico
TRIATOSC,TRIAZOL,3.0,grupo químico
GAMILE,OXAMIL,3.0,princípio ativo
RISSA CAFE,MSMA,3.0,princípio ativo
300 ML HERBICIDA ( MATA MATA ),TERBACILA,3.0,princípio ativo
N-FOSFONOMETIL- GLICINA,AVIGLICINA,3.0,princípio ativo
SBP,MSMA,3.0,princípio ativo
"N-FOSFONOMETIL,GLICINA",AVIGLICINA,3.0,princípio ativo
HERBICIDA ALAI,TERBACILA,3.0,princípio ativo
CAPTOR,CAPTANA,3.0,princípio ativo
ALTACOR,ALACLORO,3.0,princípio ativo
RIDOMIL GOLD,METOMIL,3.0,princípio ativo
FURADAN + BEBIDA ALCOOLICA,AMIDA,3.0,grupo químico
DORMEX (UVA),MSMA,3.0,princípio ativo
PRODUTOS AGROTOXICOS,PROMETON,3.0,princípio ativo
TIOFANATOMETILICO,TIOFANATO - METILICO,3.0,princípio ativo
NITROCIM,NITRALIN,3.0,princípio ativo
SUMYZIN,SIMAZINA,3.0,princípio ativo
"VENENOS,MAS NAO SABE O NOME",TEMEFOS,3.0,princípio ativo
CONDIFOR SUPRA,MCPA,3.0,princípio ativo
COSTAL,FOSETIL,3.0,princípio ativo
VENENO PARA RATO/ LIQUIDO,FORATO,3.0,princípio ativo
GISOFATO,GLIFOSATO,3.0,princípio ativo
ALDOL,ALDRIN,3.0,princípio ativo
DANTOR - BULA ANEXA,MANEBE,3.0,princípio ativo
ZAP(MATA-MATO),METAM,3.0,princípio ativo
COPAN,CAPTANA,3.0,princípio ativo
TOMATE COM AGROTOXICO,FOSMETE,3.0,princípio ativo
08 TIPOS - TTO DA SEMENTES,TIRAM,3.0,princípio ativo
"CLASSE TOX,IV",FOXIM,3.0,princípio ativo
VENENO GRAMA,MSMA,3.0,princípio ativo
DICLORETO LEIPIRIDELIO,DICLORANA,3.0,princípio ativo
FATAL 100,METAM,3.0,princípio ativo
HASTATION E KARITE,PARATION,3.0,princípio ativo
"FERTILIZANTE A BASE DE AMONIA ,ALCOOL",AMIDA,3.0,grupo químico
SECANTE PARA LARVA,DECANOL,3.0,princípio ativo
RIDOMIL PM,METOMIL,3.0,princípio ativo
PIRIMIFOX METILICO,PIRIMIFOS - METILICO,3.0,princípio ativo
GAMITE,AMIDA,3.0,grupo químico
JUMP (HERBICIDA),TERBACILA,3.0,princípio ativo
HERBICIDA - GRAMO XONI,TIRAM,3.0,princípio ativo
TRUENO,ETILENO,3.0,grupo químico
N- FOSFONOMETIL GLICINA,AVIGLICINA,3.0,princípio ativo
CARFENTRAZONE-ETHYL,ETANOL,3.0,princípio ativo
BIM ALTERNO,ALDEIDO,3.0,grupo químico
TRICLON,TRICLOPIR,3.0,princípio ativo
ORABOR N1,FORATO,3.0,princípio ativo
DACONIL,DECANOL,3.0,princípio ativo
TORDO E ALAIA,TIRAM,3.0,princípio ativo
AGROTOXICO AGRICOLA- RATICIDA,ANILIDA,3.0,grupo químico
ESTRE MELITICO DE OLEO SOJA,EPTC,3.0,princípio ativo
TODON,DODINA,3.0,princípio ativo
DERIVADO DA AMONIA,AMIDA,3.0,grupo químico
COBRA AZUL,BORAX,3.0,princípio ativo
AMPRIGO E DEMACOR,DECANOL,3.0,princípio ativo
DM,MSMA,3.0,princípio ativo
ACARICIDA,CARBIMIDA,3.0,grupo químico
NIBIDOR DA ACETILCO,ACETATO,3.0,grupo químico
BUNEMA,UREIA,3.0,grupo químico
BRODIFOCOUN - SOLVENTE,FOLPETE,3.0,princípio ativo
10 TIPOS DE AGROTOXICO,TIRAM,3.0,princípio ativo
PLANTIO DE CAFE - TERRA,TIRAM,3.0,princípio ativo
CURYOM 550 CE,DIUROM,3.0,princípio ativo
AGROTOXICO DE USO EM CANA-DE-ACUCAR,ASULAM,3.0,princípio ativo
METHOMEX 215,METOMIL,3.0,princípio ativo
KARATE 50 CE,CARTAPE,3.0,princípio ativo
GLILINA C3 - H8 - NOSP,ANILIDA,3.0,grupo químico
GARLON 480 BR HERBICIDA,TERBACILA,3.0,princípio ativo
ORGANCESFOSFORADO,ORGANOFOSFORADO,3.0,grupo químico
AGROTOXICO CULTIVO DA PINHA,ZINEB,3.0,princípio ativo
"LUMICA,VERDIC",AMIDA,3.0,grupo químico
GRAMACIL,BROMACILA,3.0,princípio ativo
GLICOFOSFATO,GLIFOSATO,3.0,princípio ativo
PROPICANOZOLE ZORTEX,PROPICONAZOL,3.0,princípio ativo
DMA (MATA RATO),METAM,3.0,princípio ativo
CRIOLINA,CARBOXINA,3.0,princípio ativo
MAXIMO,FOXIM,3.0,princípio ativo
VENENO E FORMIGA,FOSFINA,3.0,princípio ativo
TOMATE,FOSMETE,3.0,princípio ativo
TRIAMAX,TRIAZOL,3.0,grupo químico
RATICIDA KLERAT,ANILIDA,3.0,grupo químico
FURADAO,FORATO,3.0,princípio ativo
KARATE ZON,CARTAPE,3.0,princípio ativo
DRAMIM,OXAMIL,3.0,princípio ativo
DERMACOL,DECANOL,3.0,princípio ativo
TORPD,TIRAM,3.0,princípio ativo
OPERA (INSETICIDA),UREIA,3.0,grupo químico
KALTRINE,ALETRINA,3.0,princípio ativo
MALEATO DE FLUVOXAMINO,ACEFATO,3.0,princípio ativo
SIPITRIN,SUMITRINA,3.0,princípio ativo
CABARBATO,CARBAMATO,3.0,grupo químico
DINAFOS,QUINALFOS,3.0,princípio ativo
DCMU,MSMA,3.0,princípio ativo
PIREIT  FASTAK,UREIA,3.0,grupo químico
AGROT/HERBICIDA,TERBACILA,3.0,princípio ativo
INSETICIDA BIRIDILICO,BIPIRIDILIO,3.0,grupo químico
ZAP,MCPA,3.0,princípio ativo
ORGANO/CARBONATOS,FORATO,3.0,princípio ativo
ACOZAN - 24 D,"2,4 - D",3.0,princípio ativo
BRISA WG,PRIME,3.0,princípio ativo
KARETE INSETICIDA,MANEBE,3.0,princípio ativo
LUSMAN,MSMA,3.0,princípio ativo
ORGANOSFOSFATADO,ORGANOFOSFORADO,3.0,grupo químico
VENENO SECANTE,DECANOL,3.0,princípio ativo
DIFENSIVO AGRICIDA,ANILIDA,3.0,grupo químico
"AGROTOXICO DA LAVOURA DE CAFE,TOMATE,MARACUJA",FOSMETE,3.0,princípio ativo
ETHYL 2/BENZOATE,ETANOL,3.0,princípio ativo
ENSOSULFAN,ENDOSSULFAM,3.0,princípio ativo
AQUITO E FOLIAR,FOXIM,3.0,princípio ativo
SEMENTE DE GIRASSOL,GERANIOL,3.0,princípio ativo
INTOXICACAO POR PRODUTO QUIMICO,PROMETON,3.0,princípio ativo
DECIS 25 EC BAYER,MACEX,3.0,princípio ativo
HERBICIDA ARTYS VOLCANO,TERBACILA,3.0,princípio ativo
GLICOFASTO,GLIFOSATO,3.0,princípio ativo
BITON,CETONA,3.0,grupo químico
GLICINA SUBISTITUIDA CLASSE II,AVIGLICINA,3.0,princípio ativo
THIABEL SUMOK MATCHEC,MACEX,3.0,princípio ativo
VENENO PARA PRAGA PASTO,PRIME,3.0,princípio ativo
CHUMBINHO (VENENO PARA RATO),FORATO,3.0,princípio ativo
MARATE,CARTAPE,3.0,princípio ativo
DINAMIC,DICAMBA,3.0,princípio ativo
CARNE ASSADA,CARTAPE,3.0,princípio ativo
ETREL,ETANOL,3.0,princípio ativo
PALNT PRONT,PRIME,3.0,princípio ativo
ELSON,ETIONA,3.0,princípio ativo
NITROGENIO E FOSFORO,FOSFINA,3.0,princípio ativo
GRAMIDI,AMIDA,3.0,grupo químico
HERBICIDA 24 D,TERBACILA,3.0,princípio ativo
PIRIMOR 50 WG,PRIME,3.0,princípio ativo
BULA ACTARA 250 WG,CAPTANA,3.0,princípio ativo
"1,1-DIMETIL 4,4-BIPIRIDONA- DICLORETO",DICLORANA,3.0,princípio ativo
CLIFOZFATO,GLIFOSATO,3.0,princípio ativo
METILCAR,METIOCARBE,3.0,princípio ativo
BETACIPERMETRINA,BETA - CIPERMETRINA,3.0,princípio ativo
PESTICIDA ESTRON,ESBIOL,3.0,princípio ativo
CURZATE,CARTAPE,3.0,princípio ativo
TENIC,EPTC,3.0,princípio ativo
1080 RATICIDA,ANILIDA,3.0,grupo químico
METAMIZAFOSE,METAMIDOFOS,3.0,princípio ativo
IPROKE,ETIPROLE,3.0,princípio ativo
DE TRATAMENTO NERVOSA,MERFOS,3.0,princípio ativo
CABRIO-TOP,CARBARIL,3.0,princípio ativo
TRIUNFO FLEX,ETRINFOS,3.0,princípio ativo
GLIFOSOL 24D,GLIFOSATO,3.0,princípio ativo
DRAMANONA,DITIANONA,3.0,princípio ativo
TAIREL,TIRAM,3.0,princípio ativo
LANATE GEOPREMO SCORA,MCPA,3.0,princípio ativo
TENAZ 250 SC,METAM,3.0,princípio ativo
HERBICIDA PADRON,ALDRIN,3.0,princípio ativo
DELTAMETIAM,DELTAMETRINA,3.0,princípio ativo
CLORO,ALACLORO,3.0,princípio ativo
ROUNDUP (HERBICIDA),TERBACILA,3.0,princípio ativo
CAFENTRAZONA ETILICA,CARFENTRAZONA - ETILICA,3.0,princípio ativo
KOTRIM,FOXIM,3.0,princípio ativo
THIODAN (BAYER),MACEX,3.0,princípio ativo
EXSON,ETIONA,3.0,princípio ativo
ORGANOFORRADO,ORGANOFOSFORADO,3.0,grupo químico
LANATO/ORTENE-VENENO AGROTOXICO,FORATO,3.0,princípio ativo
GLICOFOSADO,GLIFOSATO,3.0,princípio ativo
PERITO,FORATO,3.0,princípio ativo
PRIORI EXTRA GEOPLEN,EPTC,3.0,princípio ativo
HERBICIDA NAO ESPECIFICADO,TERBACILA,3.0,princípio ativo
DENOMIM,METOMIL,3.0,princípio ativo
CAPATAZ,CAPTANA,3.0,princípio ativo
KAISO EQUATION,PARATION,3.0,princípio ativo
POLIOXIETILENO ALQUIL FENOL ETER,DECANOL,3.0,princípio ativo
AMATO,ACEFATO,3.0,princípio ativo
PEUNARIN,ENDRIN,3.0,princípio ativo
ACERT,ACEFATO,3.0,princípio ativo
FOLIDAL,FTALIDA,3.0,princípio ativo
DIPIRONA MONOIDRATADA,DITIANONA,3.0,princípio ativo
CAL,MCPA,3.0,princípio ativo
CLORETO DE BELZALCONIO 6%,FORATO,3.0,princípio ativo
"DIPIRONA,DICLOFENACO,IBUPROFENO",DITIANONA,3.0,princípio ativo
RANDAPE - MATA MATO,CARTAPE,3.0,princípio ativo
CARATER,CARTAPE,3.0,princípio ativo
"2,4,D","2,4 - D",3.0,princípio ativo
ANFETAMINA,ACETAMIDA,3.0,grupo químico
ZIGNAL,ZINEB,3.0,princípio ativo
ALCORT,ALACLORO,3.0,princípio ativo
BENDAZOL,BENTAZONA,3.0,princípio ativo
COMPRA CANDESTINA,CINETINA,3.0,princípio ativo
FOLIAR SYSTEMIC,FOXIM,3.0,princípio ativo
GOAL,BORAX,3.0,princípio ativo
ENDOSUFAN,ENDOSSULFAM,3.0,princípio ativo
ALFA CIANO 03,ETANOL,3.0,princípio ativo
POLIOXIEFILENO ALQUIL FENOL ETER,DECANOL,3.0,princípio ativo
"FLORADA,ADULBO FOLI A",FORATO,3.0,princípio ativo
CLORAN TRANILPROLE 200G/L,DICLORANA,3.0,princípio ativo
"BITREX 0,0060",BORAX,3.0,princípio ativo
TAMRAO,TIRAM,3.0,princípio ativo
FOSFONOMATI,FOSFONATO,3.0,grupo químico
TEFLUBENRON,TEFLUBENZUROM,3.0,princípio ativo
PO 400 MODEPO MOLATHION,MALATIONA,3.0,princípio ativo
RAMP,MSMA,3.0,princípio ativo
NUQUAT,DIQUATE,3.0,princípio ativo
ALDECARD,ALDICARBE,3.0,princípio ativo
HERBICIDA E FUNGICIDA,TERBACILA,3.0,princípio ativo
BRADIFOCAUM,BRODIFACUM,3.0,princípio ativo
K-OTRINE/BARRAGE,CARTAPE,3.0,princípio ativo
INIBDOR DA ACETIL COLINESTRASE,FOSETIL,3.0,princípio ativo
RANDA-UP,AMIDA,3.0,grupo químico
SPHEX MAX,MACEX,3.0,princípio ativo
BRODIFOCAIM,BRODIFACUM,3.0,princípio ativo
TRINA,ATRAZINA,3.0,princípio ativo
VANENO DE PLANTA NAO SABE INFORMAR O NOME,TANINOS,3.0,princípio ativo
COPLAN,CAPTANA,3.0,princípio ativo
COMBATE PRACA,PRIME,3.0,princípio ativo
VENENO DA CULTURA DE ALGODAO,CUELURE,3.0,princípio ativo
LOSBAN VENENO PARA TOMATE,FOSMETE,3.0,princípio ativo
PYRIMID,PRIME,3.0,princípio ativo
HERBICIDA ZAP,TERBACILA,3.0,princípio ativo
PERMETHYN,PERMETRINA,3.0,princípio ativo
VERTINE,FENTINA,3.0,princípio ativo
INSETICIDA K - OTHERIDE SC 25 (PARA MOSCA),MSMA,3.0,princípio ativo
CALBRATO,CARBAMATO,3.0,grupo químico
ARCEMIATO COBRE CROMATADO,ACEFATO,3.0,princípio ativo
COBRIL,CARBARIL,3.0,princípio ativo
DIMETIL,FOSETIL,3.0,princípio ativo
SEMENTE DE MAMONA,MSMA,3.0,princípio ativo
D.N.A FERTILIZANTE FOLIAR,FOXIM,3.0,princípio ativo
METHOMYLY,METOMIL,3.0,princípio ativo
SECANTE DE GRAMA,DECANOL,3.0,princípio ativo
HERBICIDA 1/2 COPO + BEBIDA ALCOOLICA,TERBACILA,3.0,princípio ativo
MATA FOLHA REDONDA,FOXIM,3.0,princípio ativo
AMVAC,AMIDA,3.0,grupo químico
GRIFOSAL,GLIFOSATO,3.0,princípio ativo
MATA TUDO HERBICIDA,TERBACILA,3.0,princípio ativo
LONDON,LINDANO,3.0,princípio ativo
INALE,NALEDE,3.0,princípio ativo
SERTRALINA + 100MG,BUTRALINA,3.0,princípio ativo
FUMO NICOTINA,CINETINA,3.0,princípio ativo
"CONETRA ,OBEROM ,GEOPRENE",CINETINA,3.0,princípio ativo
GLICINA SUBSTITUIDA CLASSE III,AVIGLICINA,3.0,princípio ativo
MATO,METAM,3.0,princípio ativo
SARNO HIDRAZINA,ATRAZINA,3.0,princípio ativo
FACA,MSMA,3.0,princípio ativo
PRODUTO NAO IDENTIFICADO,PROMETON,3.0,princípio ativo
MADALDRIN,ALDRIN,3.0,princípio ativo
CIPRERMATINA NORTOX,CIPERMETRINA,3.0,princípio ativo
BUNEMA 330CS,UREIA,3.0,grupo químico
IVOMEC 1 VIDRO,DIUROM,3.0,princípio ativo
CHUMBINHO (VENENO RATO),FORATO,3.0,princípio ativo
CORTEX,BORAX,3.0,princípio ativo
METHAMIDOPHOS,METAMIDOFOS,3.0,princípio ativo
DIAZITOP - INSETICIDA,DIAZINONA,3.0,princípio ativo
TALISMA,FTALIDA,3.0,princípio ativo
MUDAS,METAM,3.0,princípio ativo
MALATOX (VENENO PARA FORMIGAS),MALATIONA,3.0,princípio ativo
FORMICIDA/ALCOOL E CLORO,ALACLORO,3.0,princípio ativo
COMBATE A FOLHA LARGA,FOXIM,3.0,princípio ativo
LIMPA LENTE LOOL SPRY,MSMA,3.0,princípio ativo
PROPSFAR,PROPOXUR,3.0,princípio ativo
FUMO FOLHA MOLHADA,FOXIM,3.0,princípio ativo
STRON,ETIONA,3.0,princípio ativo
CIJIMETRINA,CIPERMETRINA,3.0,princípio ativo
GLIFOS PLUS,GLIFOSATO,3.0,princípio ativo
VENENO PARA LAVOURA (MATA MATO),METAM,3.0,princípio ativo
OMITE 720CC,FOSMETE,3.0,princípio ativo
LOSMAN,MSMA,3.0,princípio ativo
ROUNDUP AMINOL,ETANOL,3.0,princípio ativo
GLICINA SUBISTITUIDA CLASSE III,AVIGLICINA,3.0,princípio ativo
LANCA PERFUME,PRIME,3.0,princípio ativo
CLASSE TOX.4,FOXIM,3.0,princípio ativo
SAL DE AMONIO GLIFOSATE+ACIDO D N-(FOSFONOMETIL) GLICINA,AVIGLICINA,3.0,princípio ativo
INSETICIDA - VENENO DE FORMIGA,FOSFINA,3.0,princípio ativo
FLEX,MACEX,3.0,princípio ativo
DICARZOL,DECANOL,3.0,princípio ativo
ALAI,ASULAM,3.0,princípio ativo
DITHASE,DIQUATE,3.0,princípio ativo
ORGANOSFOSFARATO,ORGANOFOSFORADO,3.0,grupo químico
HERBICIDA DESCONHECIDO,TERBACILA,3.0,princípio ativo
BORBOM,BORAX,3.0,princípio ativo
PRODUTO NAO INFORMADO,PROMETON,3.0,princípio ativo
DOENCA DA FOLHA VERDE DO FUMO,DODINA,3.0,princípio ativo
ORGANOCLORADO,ORGANOBROMADO,3.0,grupo químico
HERBURON,TERBUFOS,3.0,princípio ativo
GENIO,GERANIOL,3.0,princípio ativo
"DITANE,CIRCOBEM,CAORTE",CARTAPE,3.0,princípio ativo
FORTGREEN FG ANTESE,MANEBE,3.0,princípio ativo
MALATOL,MALATIONA,3.0,princípio ativo
FOSFORO,FOSFINA,3.0,princípio ativo
AMINOL D,ETANOL,3.0,princípio ativo
FURADAN/IMPACT,IPBC,3.0,princípio ativo
GUJORATO,FORATO,3.0,princípio ativo
ADUBO FOLIAR,FOXIM,3.0,princípio ativo
PASTA D' AGUA,MSMA,3.0,princípio ativo
TOCHA HERBICIDA,MCPA,3.0,princípio ativo
VENENO PREMIO,PRIME,3.0,princípio ativo
ABAMEX,MACEX,3.0,princípio ativo
SECANTA PARA INCO,DECANOL,3.0,princípio ativo
DORMAK,BORAX,3.0,princípio ativo
VENENO DE HORTA,BORAX,3.0,princípio ativo
BETA-CYFLUTHRIN,CIFLUTRINA,3.0,princípio ativo
CADRON,ALDRIN,3.0,princípio ativo
AMISTAR,AMITRAZ,3.0,princípio ativo
QUEIMAR O BROTO,FORATO,3.0,princípio ativo
POLINAN,DODINA,3.0,princípio ativo
KAOTRIN,ALDRIN,3.0,princípio ativo
TENRIC,ENDRIN,3.0,princípio ativo
DIODAN,DODINA,3.0,princípio ativo
BONUS,BORAX,3.0,princípio ativo
TINTA DE CABELO,TIRAM,3.0,princípio ativo
HERBICIDA NUFOSATE,SULFOSATO,3.0,princípio ativo
MASTER LINE(LIPRONIL+5METROPENA),MACEX,3.0,princípio ativo
RAMDAP + ALCOOL,AMIDA,3.0,grupo químico
SAGRAM 600,TIRAM,3.0,princípio ativo
ROFRAL,BORAX,3.0,princípio ativo
