nome_ms,prod_mais_similar,dist_lev,ingrediente,tipo
DEROSAL,DESALI,3.0,AZOXISTRBINA,princípio ativo
PORTERO/RUBRIC,PORTERO,0.0,CARBENDAZIM,princípio ativo
PLIOLI EXTRA,EXOR ,2.0,SULFOXAFLOR,princípio ativo
FURASIM,FYSIUM,4.0,METILCICLOPROPENO,princípio ativo
VERTIMEC,VERTER,3.0,SULFOXAFLOR,princípio ativo
MAO BRANCA,MSO,1.0,OLEO VEGETAL,princípio ativo
ANDAP,AUDAZ,2.0,FLUXAPIROXADE,princípio ativo
LANNETE 500ML (NETONIL),ZETANIL,2.0,CIMOXANIL,princípio ativo
"HIDROXIDO DE SODIO,CLORETO DE SODIO,NITRATO DE SODIO,ALUM",DEZ,1.0,"2,4 - D",princípio ativo
ETHREL,ETHREL F,2.0,ETHEPHON,princípio ativo
04 CP AO DIA RIVOTRIL,TRIVOR,4.0,ACETAMIPRIDO,princípio ativo
2.4 DESSECANTE COLA OLEO MINERAL,COPA,1.0,DIFLUBENZUROM,princípio ativo
SAL ISOPROPILAMINA,PROPLANT,7.0,CLORIDRATO DE PROPAMOCARBE,princípio ativo
POLITRINA,POLYTRIN ,2.0,PROFENOFOS,princípio ativo
GLITIFOSFATO,GLIFOSAL,5.0,GLIFOSATO,princípio ativo
CARBONATO (BRILHANTE),BRILHANTEBR,2.0,METHOMYL,princípio ativo
2.4 D NORTOX,NORTON,1.0,"SAL TRIETANOLAMINADE 2,4 - D+SAL DE TRIETANOLAMINA DE PICLORAM",princípio ativo
DIMY,AIM,2.0,CARFENTRAZONA-ETILICA,princípio ativo
MINEPLUS,NILLUS,4.0,CLOROTALONIL,princípio ativo
BETACIFLUTRINA,FERA ULTRA,8.0,GLIFOSATO,princípio ativo
BROMADIOLE,ROTAXIL ,5.0,PROCIMIDONA,princípio ativo
CALYPSO,CALARIS,4.0,MESOTRIONA,princípio ativo
PROFENALAN,POTENZA,5.0,ABAMECTINA,princípio ativo
COLOSSO PULCERIZACAO,COLISEO,2.0,ATRAZINA,princípio ativo
LONAT,LOYANT,2.0,FLORPIRAUXIFEN-BENZIL,princípio ativo
DIMEXION,BIMETRON,3.0,AMETRINA,princípio ativo
SUMIGRAN 500 CE,SESITRA,4.0,EPOXICONAZOL,princípio ativo
TORDON-ADAPAR DMA6,NORTON,2.0,"SAL TRIETANOLAMINADE 2,4 - D+SAL DE TRIETANOLAMINA DE PICLORAM",princípio ativo
IMPACTO,IMPARBR,3.0,TIAMETOXAM,princípio ativo
CONTRINE,CONTRAP,3.0,SERRICORNIM,princípio ativo
VENLAFAXINA E FENOBARBITAL,VELDARA,6.0,PIRACLOSTROBINA,princípio ativo
AGUA SANITARIA  E   BARRAGEM,ARRANGE,3.0,"2,4 - D",princípio ativo
TIOFANATO METILICO,METABIO,3.0,METARHIZIUM ANISOPLIAE,princípio ativo
NALAFLUOR,HAFFOR,5.0,SULFOXAFLOR,princípio ativo
TRIATOSC,RIZOS,4.0,BACILLUS SUBTILIS,princípio ativo
TRAUSTART,ALSTAR ,4.0,BIFENTRINA,princípio ativo
"DITAME,SIALEX,ORTOCID",SALERO,3.0,MANCOZEBE,princípio ativo
ESESPINOSINA,SESITRA,7.0,EPOXICONAZOL,princípio ativo
LANDREX OLUS%,ZEUS,3.0,DINOTEFURAM,princípio ativo
FOLIDAL,LOUSAL,4.0,TEBUCONAZOL,princípio ativo
FOMERAFEN,CORAGEN,4.0,CLORANTRANILIPROLE,princípio ativo
DEORO,DEORO,0.0,FLUMETRALIN,princípio ativo
FURAZIM,AUDAZ,4.0,FLUXAPIROXADE,princípio ativo
TESTAR,COSTAR,2.0,BACILLUS THURINGIENSIS,princípio ativo
ROVROL,YOVEL,3.0,ACETAMIPRIDO,princípio ativo
STRIKE GEL,STARKLE,3.0,DINOTEFURAM,princípio ativo
NICOTINA,NICO ,4.0,NICOSSULFUROM,princípio ativo
SUBSTANCIA QUIMICA,LUMICA,2.0,MESOTRIONA,princípio ativo
CAL DE MANGA,DEZ,1.0,"2,4 - D",princípio ativo
PRODUTO APLICADO LAVOURA DE CAFE,DEZ,1.0,"2,4 - D",princípio ativo
HOUND-UP,HODOR,3.0,MANCOZEBE,princípio ativo
DIAZIZA,TAMIZ,4.0,AZOXISTROBINA,princípio ativo
TRIETANOLAMINA,TRIANUM WG,8.0,TRICHODERMA HARZIANUM,princípio ativo
UPEMIL,PREMIO,3.0,FLUTRIAFOL,princípio ativo
BAZUCA,AVURA,3.0,AZOXISTROBINA,princípio ativo
COURO LIMPO,COPROS,2.0,ABAMECTINA,princípio ativo
MANCHAN,MAXSAN,3.0,DINOTEFURAM,princípio ativo
RODAPE,VOLPE,3.0,DIUROM,princípio ativo
ADELLIC,HOLLIC,3.0,METIRAM,princípio ativo
ORGANO FOSDORATO,ARRANK,3.0,ACETAMIPRIDO,princípio ativo
KARATE ZEON 50,KRATON,3.0,LUFENUROM,princípio ativo
PLIMI PLUX,ALIBI,2.0,AZOXISTROBINA,princípio ativo
COLOSSO,COLISEO,2.0,ATRAZINA,princípio ativo
IVOMEC,EPIMEC,3.0,ABAMECTINA,princípio ativo
ORIGINAL DI,OGIVA,4.0,GLIFOSATO,princípio ativo
TIOTICARTE,INVICT,6.0,AZOXISTROBINA,princípio ativo
METHYLCARBAMAYAXEY,METHAMAX,10.0,METARHIZIUM ANISOPLIAE,princípio ativo
GRAMOXECONE,HELMOXONE,5.0,PARAQUATE,princípio ativo
APAR VINHACA,INVICT,4.0,AZOXISTROBINA,princípio ativo
CLORAN TRANILPROLE 200G/L,BLERAN,2.0,DIQUATE,princípio ativo
GRAMUCIL APROX 50 ML,ACRUX,2.0,PACLOBUTRAZOL,princípio ativo
ISOPROPYL-DIOXIOIMIDAZOLINE-CARBOXAN,CARTUGEN,4.0,BACULOVIRUS - SPODOPTERA FRUGIPERDA MULTIPLENUCLEOPOLYHEDROVIRUS (SFMNPV),princípio ativo
CYPERMRTHRIN,CYTOLIN,7.0,ACIDO GIBERELICO,princípio ativo
TROPI,TROIA,2.0,MANCOZEBE,princípio ativo
DMA* 806 BR (DIMETILAMINA),GESAMENA,7.0,AMETRINA,princípio ativo
HANDHAP,AUDAZ,4.0,FLUXAPIROXADE,princípio ativo
THIODAM,TRILLA,4.0,DIUROM,princípio ativo
GASES E VAPORES AUTO INTOXICACAO,GAME,2.0,LUFENURON,princípio ativo
ADULBO,DUO,3.0,DIUROM,princípio ativo
GRAMUCIL,GRAVUN,4.0,CIPRODINIL,princípio ativo
D46,DUO,2.0,DIUROM,princípio ativo
GRIFO SATO,GRIFO,0.0,NICOSSULFURON,princípio ativo
SYNGENTO,SYNERO,3.0,AMINOPIRALIDE,princípio ativo
INSETICON,INSTIVO,3.0,CLORANTRANILIPROLE,princípio ativo
RUFAST,UZAT,3.0,AZOXISTROBINA,princípio ativo
CUPINACIDE,AUIN CE,5.0,BEAUVERIA BASSIANA,princípio ativo
ZOLPIDEM,TOPINAM,4.0,TRICLOPIR-BUTOTILICO,princípio ativo
BETA - CYPERMETHRIN,ACETA,2.0,ACETAMIPRIDO,princípio ativo
VERTEMIC 18 EC,VERTER,3.0,SULFOXAFLOR,princípio ativo
BRATENE ESCORE PIRATE,PIREO,3.0,LUFENUROM,princípio ativo
CARBOCOANA,ARBORO,5.0,SAFLUFENACIL,princípio ativo
WARRANT 750 WG,WARRANT 700 WG,1.0,IMIDACLOPRIDO,princípio ativo
DNA,DUO,2.0,DIUROM,princípio ativo
PICTROIDES,PILARTIME,5.0,TIOFANATO-METILICO,princípio ativo
ENVIDOR,ENVOY,3.0,PYRACLOSTROBINA,princípio ativo
DIZARION,ZARDO,4.0,"2,4 - D",princípio ativo
U -46,UZAT,4.0,AZOXISTROBINA,princípio ativo
MOSCARINO,MONARIS,4.0,AZOXISTROBINA,princípio ativo
ADUBO DE PLANTA,DEZ,1.0,"2,4 - D",princípio ativo
KARUMIN,AUIN,3.0,BEAUVERIA BASSIANA,princípio ativo
OREGANO FOSFORADO,OREGON,2.0,NOVALUROM,princípio ativo
FISILADE,FIDELE,4.0,METOXIFENOZIDA,princípio ativo
PROPANOLAL,OPALA,5.0,METARHIZIUM ANISOPLIAE,princípio ativo
DIMETHYL ACETYLPHOSPHORANIDOTHIGATE,METRY,4.0,METRIBUZIM,princípio ativo
"SABRE DOW 0,0-DIETHYL 0-3,5,6-TRICHLORO-2-PYRIDYLPHOSPHOROTH",LIBRE,2.0,ANIDRIDO NAFTALICO,princípio ativo
LANETTE,LANTIC,3.0,CARBENDAZIM,princípio ativo
LANOTE,CAPOTE,2.0,TEBUTIUROM,princípio ativo
RADAN,NADRAN,2.0,CLORETO DE MEPIQUATE,princípio ativo
"FOX 10,4",FOX,0.0,TRIFLOXYSTROBINA,princípio ativo
AMITRACIDE,ATTRACT,5.0,FLUTRIAFOL,princípio ativo
FETOX,FOX,2.0,TRIFLOXYSTROBINA,princípio ativo
NETILBENZINIDAZOL + 2 YLCA DE TOMATE,DEZ,1.0,"2,4 - D",princípio ativo
ROANDAP,STANDAK,3.0,PIRACLOSTROBINA+TIOFANATO METILICO+FIPRONIL,princípio ativo
LORBAN,SORBA,2.0,LUFENUROM,princípio ativo
HUNDAP,AUDAZ,3.0,FLUXAPIROXADE,princípio ativo
ALATOX,PLADOX,2.0,EPOXICONAZOL,princípio ativo
DOMO,DUO,2.0,DIUROM,princípio ativo
PORQUATE,POTTENTE,4.0,BENFURACARBE,princípio ativo
DORMED,DOBBEL,3.0,METARHIZIUM ANISOPLIAE,princípio ativo
LAMBDA/CIALOTRINA,LAVRA,3.0,"2,4 - D",princípio ativo
DM9 806 BR,ZURA 806 SL,6.0,"2,4 - D",princípio ativo
VALPER,VOLPE,2.0,DIUROM,princípio ativo
TEMIC,TAMIZ,2.0,AZOXISTROBINA,princípio ativo
FOLICUR 200EC,FYSIUM,4.0,METILCICLOPROPENO,princípio ativo
ALLAY,AUDAZ,3.0,FLUXAPIROXADE,princípio ativo
LONAQUE,UNIQUE,3.0,PAECILOMYCES LILACINUS,princípio ativo
ENCHOFRE E COBRE,LIBRE,2.0,ANIDRIDO NAFTALICO,princípio ativo
NAFTALINA,BATALHA,4.0,PICLORAM,princípio ativo
"HORTO,MARCHAL",PONTO,2.0,NOVALUROM,princípio ativo
PRIMORIO SANSON,CANION,2.0,HEXAZINONA,princípio ativo
LANCER,PAICER,2.0,NICOSULFUROM,princípio ativo
REJENT,EJECT,2.0,ACETAMIPRIDO,princípio ativo
EXARAN,EXOR ,3.0,SULFOXAFLOR,princípio ativo
METHOMEX 215 SL,METHAMAX,2.0,METARHIZIUM ANISOPLIAE,princípio ativo
ZINCO 21%,DINNO,2.0,DINOTEFURAM,princípio ativo
BAYGON,BANJO,3.0,FLUAZINAM,princípio ativo
CARBAMAZAPINA,FARMOZINE,7.0,ATRAZINA,princípio ativo
CABARBATO,CARTAGO,4.0,CLETODIM,princípio ativo
MEXIDE,METIE,2.0,METARHIZIUM ANISOPLIAE,princípio ativo
SANSAO,SENSEI,3.0,BUPROFEZINA,princípio ativo
IMPACT IMPACT,INVICT,3.0,AZOXISTROBINA,princípio ativo
AGRIFOSATO,AGRILIST,4.0,"2,4 - D",princípio ativo
PROVENCE,PRESENCE,2.0,BACILLUS LICHENIFORMIS,princípio ativo
GEIPOSATO,GLIFOSAL,4.0,GLIFOSATO,princípio ativo
CONECTH,CONVICTO,3.0,AZOXISTROBINA,princípio ativo
INDUSULFON,INSSIMO,6.0,ACIBENZOLAR-S-METILICO,princípio ativo
FOLHA VERDE TABACO,VERTER,2.0,SULFOXAFLOR,princípio ativo
AMNONIUM N,NOVUM,4.0,PIRACLOSTROBINA,princípio ativo
MEVINPHOS,MERISTO,5.0,MESOTRIONA,princípio ativo
ISTANDAK,STANDAK,1.0,PIRACLOSTROBINA+TIOFANATO METILICO+FIPRONIL,princípio ativo
TARGA,TARZAN,2.0,METSUFURON-METILICO,princípio ativo
AGRO FOX,FOX,0.0,TRIFLOXYSTROBINA,princípio ativo
CORZATE+EVIDENCE+TRIGAR+CARRIO,TRILAG,2.0,TRICHOGRAMMA PRETIOSUM,princípio ativo
SCORE FOLHEAR,FUORO,3.0,LUFENUROM,princípio ativo
PLENE PLUS,CLEANER,3.0,CLOROTALONIL,princípio ativo
PIRETINOIDES,PIREO,7.0,LUFENUROM,princípio ativo
DIOXINA,DINAXINE,3.0,"2,4 - D",princípio ativo
MEGURAN,MELTAN,3.0,FLUTRIAFOL,princípio ativo
VERTIMEA + UBERON,OBERON,1.0,ESPIROMESIFENO,princípio ativo
GARDO,ZARDO,1.0,"2,4 - D",princípio ativo
DNA 46,DAVOS,4.0,LAMBDA-CIALOTRINA,princípio ativo
ACIDO ORILOSCIALCANOICO,ZARDO,3.0,"2,4 - D",princípio ativo
STANDARK TOP,STANDAK,1.0,PIRACLOSTROBINA+TIOFANATO METILICO+FIPRONIL,princípio ativo
RIFOSOTO,RIZOS,4.0,BACILLUS SUBTILIS,princípio ativo
RIMON - FISIOLOGICO,TIMON,1.0,IMIDACLOPRIDO,princípio ativo
TORRA TORRA,SORBA,2.0,LUFENUROM,princípio ativo
EXTANDAKE,STANDAK,3.0,PIRACLOSTROBINA+TIOFANATO METILICO+FIPRONIL,princípio ativo
TURADAN,TARZAN,3.0,METSUFURON-METILICO,princípio ativo
K-OTHRINE 2 P,PROTONE,5.0,ACIDO ABSCISICO,princípio ativo
FURADAO EM PO,FUSAO,3.0,METOMINOSTROBINA,princípio ativo
FOLHA LARGA (SIC),LAVRA,2.0,"2,4 - D",princípio ativo
CONFIDOR  E REDOMIU,NEOMIP,3.0,NEOSEIULUS CALIFONICUS,princípio ativo
KOCIDE WDG- AMVAC COUNTER,AVAL,2.0,TEBUTHIURON,princípio ativo
UNIZEB GOLD,BOLD,1.0,ACETAMIPRIDO,princípio ativo
AZITROMICINA,AIRONE INOX,7.0,OXICLORETO DE COBRE,princípio ativo
NITROFURAZONE,TRUZON,7.0,CIPRODINIL,princípio ativo
NUTIPLANTA,PROPLANT,5.0,CLORIDRATO DE PROPAMOCARBE,princípio ativo
DOMAX,ONIX,3.0,BACILLUS METHYLOTROPHICUS,princípio ativo
UPMGL,TAMIZ,4.0,AZOXISTROBINA,princípio ativo
CLOROCICLODIENO,CRICEN,9.0,METALAXIL-M,princípio ativo
ANCOSAR 720,ANCOSAR 720,0.0,MSMA,princípio ativo
TERMITOX,TRIVOR,4.0,ACETAMIPRIDO,princípio ativo
GEOPRENO,GESAMENA,4.0,AMETRINA,princípio ativo
NEPEERD,VERTER,4.0,SULFOXAFLOR,princípio ativo
GAVW,GAME,2.0,LUFENURON,princípio ativo
MACHAL 400,MAXSAN,3.0,DINOTEFURAM,princípio ativo
MANNE JO,DINNO,3.0,DINOTEFURAM,princípio ativo
VANDAP,AUDAZ,3.0,FLUXAPIROXADE,princípio ativo
AMPRIGO E DEMACOR,DERMACOR,1.0,CLORANTRANILIPROLE,princípio ativo
ESTER METILICO DE OLEO DE SOJA,DEZ,1.0,"2,4 - D",princípio ativo
"CURIURU,PIRATI",PIREO,3.0,LUFENUROM,princípio ativo
DIAMICLINAS,DIAMOND,6.0,TRICHODERMA KONINGIOPSIS,princípio ativo
OBN,OBNY,1.0,CYFLUMETOFEN,princípio ativo
PULVERIZACAO DE PE DE LARANJA,DEZ,1.0,"2,4 - D",princípio ativo
ESTANDARK,STANDAK,2.0,PIRACLOSTROBINA+TIOFANATO METILICO+FIPRONIL,princípio ativo
FURADA,FUSAO,3.0,METOMINOSTROBINA,princípio ativo
NEOFURON,NUFURON ,3.0,METSUFURON-METILICO,princípio ativo
NICOSULFURON,NICOSULFURON TEC ,5.0,NICOSULFURON,princípio ativo
COPAN,GOPAN,1.0,DIQUATE,princípio ativo
GLIFOSFARO DIPIL,GLIFOSAL,3.0,GLIFOSATO,princípio ativo
BAZUCA 216 SL,BAZUKA 216 SL,1.0,METOMIL,princípio ativo
POUNDUP,FONTOP,4.0,FLUASIFOPE-P-BUTILICO,princípio ativo
COLTRIN,CALARIS,3.0,MESOTRIONA,princípio ativo
CRUZATE,UZAT,3.0,AZOXISTROBINA,princípio ativo
PINTEOIDE,SINFONE,5.0,MESOTRIONA,princípio ativo
ENGGO,ENDURO,3.0,AMINOPIRALIDE,princípio ativo
HECTARE PRIORIUTRA,DECLARE,2.0,PARATHION-METHYL,princípio ativo
KAOTRINA / REGENTE,PRESENCE,3.0,BACILLUS LICHENIFORMIS,princípio ativo
IMOVEC,YOVEL,3.0,ACETAMIPRIDO,princípio ativo
CYPERMIL,CRYPTOMIP,4.0,CRYPTOLAEMUS MONTROUZIERI,princípio ativo
EM PO,TEMPLO,3.0,GLIFOSATO,princípio ativo
CURRATI,ARRANK,4.0,ACETAMIPRIDO,princípio ativo
CLONAZEPAM 02 COMP,COTEZEM,5.0,"COTESIA FLAVIPES (CAMERON,1891)",princípio ativo
HORTENICE,SORTIC,4.0,SULFOXAFLOR,princípio ativo
GRAMACIOL,GAMATION,3.0,MALATIONA,princípio ativo
DELURI,DESALI,3.0,AZOXISTRBINA,princípio ativo
VIOLETA CRISTAL,BIOLITA,2.0,"(Z)-8-DODECENYL ACETATE,(E)-8-DODECENYL ACETATE,(Z)-8-DODECEN-1-OL",princípio ativo
LENARTE BR,LECAR,3.0,LAMBDA-CIALOTRINA,princípio ativo
TEMEFLOR,TEMPLO,3.0,GLIFOSATO,princípio ativo
ORGANOFASFORMADO,CRONNOS OD,10.0,PICOXISTROBINA,princípio ativo
GRAMIDI,GRANADA,3.0,BEAUVERIA BASSIANA,princípio ativo
NOLATE,NATU,3.0,DIFLUBENZUROM,princípio ativo
DISUFAN,ADIFAC,4.0,BENTAZONA,princípio ativo
DIAZEPENICO,DIFO TECNICO,5.0,DIFENOCONAZOL,princípio ativo
INDUSULFAN,INSSIMO,7.0,ACIBENZOLAR-S-METILICO,princípio ativo
HERBICIDA (GLICOFOSATO),HERBZINA,3.0,ATRAZINA,princípio ativo
TROPE DESSECANTE,TROIA,2.0,MANCOZEBE,princípio ativo
IMPAC,IMPARBR,3.0,TIAMETOXAM,princípio ativo
BIO-CIPIR 15%,BIO-HULK,5.0,TRICHODERMA ASPERELLUM,princípio ativo
KORATI,SORTIC,3.0,SULFOXAFLOR,princípio ativo
COPROVET,COPROS,3.0,ABAMECTINA,princípio ativo
MANCOZEBE750G/KG,MANCOZEB NORTOX,7.0,MANCOZEBE,princípio ativo
AUDRIM,ANDRIL,2.0,BACILLUS FIRMUS,princípio ativo
MANEJO START,BANJO,2.0,FLUAZINAM,princípio ativo
FUSILADE 250 EW,FUSAO,4.0,METOMINOSTROBINA,princípio ativo
ACLAMATO,ACLAMADOBR,3.0,ATRAZINA,princípio ativo
METSURAM,METRY,4.0,METRIBUZIM,princípio ativo
ALTISIM,ALIBI,3.0,AZOXISTROBINA,princípio ativo
COMFIDO,COMPASS,4.0,AMETRINA,princípio ativo
CLORPROMAZINA 100G,FARMOZINE,8.0,ATRAZINA,princípio ativo
DITHONE NT,DIZONE,2.0,DIURON,princípio ativo
CIANETO,BUCANERO,4.0,LAMBDA-CIALOTRINA,princípio ativo
MUSTANGUE,MELTAN,5.0,FLUTRIAFOL,princípio ativo
GARLON 480BR,VERLON,2.0,"2,4 - D",princípio ativo
TITANE,OCTANE,2.0,TRICHODERMA HARZIANUM,princípio ativo
02 COLHERES SOPA,COPA,1.0,DIFLUBENZUROM,princípio ativo
RAIND-EUP,RAIO,2.0,"PICLORAM, SAL DE TRIETANOLAMINA",princípio ativo
RIPERCOL,RIPER,3.0,BISPIRIBAQUE-SODICO,princípio ativo
KLOSPAN,GOPAN,3.0,DIQUATE,princípio ativo
"REGENTE,FURADAM",PRESENCE,3.0,BACILLUS LICHENIFORMIS,princípio ativo
DIAZENAN 25,BIO ZENON,4.0,TRICHODERMA HARZIANUM,princípio ativo
ZAPQI 9SECANTE),ZARDO,3.0,"2,4 - D",princípio ativo
GRIFOZATO,GLIFOSAL,4.0,GLIFOSATO,princípio ativo
FLERC,FLERIS,2.0,DIFENOCONAZOL,princípio ativo
TIRCOSIPADOR,TROIA,7.0,MANCOZEBE,princípio ativo
KCL ( CLORETO DE POTASSIO),DEZ,1.0,"2,4 - D",princípio ativo
REDUTAN NPK,MELTAN,3.0,FLUTRIAFOL,princípio ativo
TIODAM,TROIA,3.0,MANCOZEBE,princípio ativo
MANGOSEBE,GALGOPERME,5.0,PERMETRINA,princípio ativo
IMEDACLOPEDRO,IMPACT DUO,7.0,FLUTRIAFOL,princípio ativo
ACIDO PERACETICO 5%,ZARDO,3.0,"2,4 - D",princípio ativo
CARBOFERAN,CARTUGEN,5.0,BACULOVIRUS - SPODOPTERA FRUGIPERDA MULTIPLENUCLEOPOLYHEDROVIRUS (SFMNPV),princípio ativo
DONTAN,MELTAN,3.0,FLUTRIAFOL,princípio ativo
EVIDENCE 700,ALICERCE,4.0,MANCOZEBE,princípio ativo
AXTON,ALION,2.0,INDAZIFLAM,princípio ativo
PIRETRAIDES,PREDADOR,6.0,ESPIRODICLOFENO,princípio ativo
AMINOL PPSTAR,PASTOR,2.0,"2,4 - D",princípio ativo
DEMAND 10 CS,DIAMOND,3.0,TRICHODERMA KONINGIOPSIS,princípio ativo
LAMBDACYHALOTHRIN,LAMBDA CYHALOTHRIN 5% EC ,8.0,LAMBADA CIALOTRINA,princípio ativo
TENIC,ZONIC,2.0,AMICARBAZONA,princípio ativo
FLOCOUMARINAS,SUGARINA,7.0,AMETRINA,princípio ativo
ETHYL 2,METRY,3.0,METRIBUZIM,princípio ativo
AMONIA,TROIA,3.0,MANCOZEBE,princípio ativo
GLICOSOFATO ATAVAN 3,ATAK,3.0,TEBUCONAZOL,princípio ativo
FORAN VULCANI ECONFIDENCE,GOPAN,2.0,DIQUATE,princípio ativo
TAMARAO,ZARDO,4.0,"2,4 - D",princípio ativo
FRURADAN,GRANADA,4.0,BEAUVERIA BASSIANA,princípio ativo
PYRIDATE,PRIDE,3.0,GLIFOSATO,princípio ativo
DOMINUN,DOMINUM ,2.0,AMINOPIRALIDE,princípio ativo
PERATEC,NEMATEC,2.0,DELADENUS SIRICIDICOLA,princípio ativo
BRAVONIL 500,BRAVO,3.0,TRICHODERMA HARZIANUM,princípio ativo
MASTERMINS,ASSARIS,5.0,METOMIL,princípio ativo
EXTRAVON,BRAVO,4.0,TRICHODERMA HARZIANUM,princípio ativo
MAT-TUDO,TOPATUDO,4.0,GLIFOSATO,princípio ativo
FOSTAX 100,COSTAR,2.0,BACILLUS THURINGIENSIS,princípio ativo
ADUBOS/SECANTES,DAVOS,3.0,LAMBDA-CIALOTRINA,princípio ativo
RONDEP,FONTOP,3.0,FLUASIFOPE-P-BUTILICO,princípio ativo
TRANQULIZANTE PRA CAVALO,AVAL,2.0,TEBUTHIURON,princípio ativo
AURORA 400 CE,AURORA ,1.0,CARFENTRAZONA-ETILICA,princípio ativo
SULFETO DE ALUMINIO,DEZ,1.0,"2,4 - D",princípio ativo
DEFENSIVO AGRICOLA,DECISIVE,4.0,GLIFOSATO,princípio ativo
TOBAR,TEBAS,2.0,TEBUCONAZOL,princípio ativo
GLISONATO,GLIFOSAL,4.0,GLIFOSATO,princípio ativo
GRAMOXANA,GRANADA,4.0,BEAUVERIA BASSIANA,princípio ativo
POLARAMINE,PILARTIME,4.0,TIOFANATO-METILICO,princípio ativo
CRUZ,ACRUX,2.0,PACLOBUTRAZOL,princípio ativo
GROMEXONE,PROTONE,4.0,ACIDO ABSCISICO,princípio ativo
LONDON,HODOR,3.0,MANCOZEBE,princípio ativo
FLUPRO,FLUPRO ,1.0,FLUMETRALIN,princípio ativo
LAMBDA MIX,LAVRA,3.0,"2,4 - D",princípio ativo
FOLHA VERDE,VERTER,2.0,SULFOXAFLOR,princípio ativo
GRAMOCCIL,GARDOMIL,5.0,S-METOLACLORO,princípio ativo
BOMBA COSTAL,COSTAR,1.0,BACILLUS THURINGIENSIS,princípio ativo
CYPRESS 400 EG,CYPRESS 400 EC,1.0,DIFENOCONAZOL+CIPROCONAZOL,princípio ativo
METHYCARBAMAYLOXIL,METHAMAX,10.0,METARHIZIUM ANISOPLIAE,princípio ativo
DICHLOROPHENYL (DEMOLIDOR),DEMOLIDORBR,2.0,HEXAZINONA,princípio ativo
SUMO,SUMO,0.0,"2,4 - D",princípio ativo
MALATOL 500,MATTOR,3.0,FLUROXIPIR-METILICO,princípio ativo
LAMLUDA CYALOTRIN,CALARIS,4.0,MESOTRIONA,princípio ativo
TIDY 700,TOPSIN 700,5.0,TIOFANATO-METILICO,princípio ativo
TIRADON,KRATON,3.0,LUFENUROM,princípio ativo
TAMETOSCAM,AMETISTA,4.0,BIFENTRINA,princípio ativo
TRINA,TRILLA,2.0,DIUROM,princípio ativo
DIMETIL BIPIRIDINA DICLORETO,METIZ,3.0,METRIBUZIM,princípio ativo
TALSTAR E BAZUKA,ALSTAR ,2.0,BIFENTRINA,princípio ativo
HERLUCEDAS,LUCENS,5.0,METOLACLORO,princípio ativo
PIRETRADI,PIREO,5.0,LUFENUROM,princípio ativo
COMPANIL,COMPASS,3.0,AMETRINA,princípio ativo
TOPSEED,TOPATUDO,4.0,GLIFOSATO,princípio ativo
LEPECID,LEPIGEN,4.0,AUTOGRAPHA CALIFORNICA MULTIPLE NUCLEOPOLYHEDROVIRUS,princípio ativo
ACEPHATO,ACEHERO,3.0,ACEFATO,princípio ativo
LOSBON,LOST,3.0,TEBUCONAZOLE,princípio ativo
PARADOXIO,PARADOX ,2.0,PARAQUATE,princípio ativo
KIFIX,KIFIX,0.0,IMAZAPIR,princípio ativo
"DITANE,RAMOXONE",OCTANE,2.0,TRICHODERMA HARZIANUM,princípio ativo
IMUNIT,IMUNIT ,1.0,ALFA-CIPERMETRINA,princípio ativo
ORGANOSFOSOFORADO,HOROS SUPRA,11.0,PICOXISTROBINA,princípio ativo
METRIFONATO(TRICLOFORME),RINCOFOROL,5.0,RINCOFOROL,princípio ativo
"LAMATE  ,CONECT  ,VERTIMEC",VERTER,3.0,SULFOXAFLOR,princípio ativo
GESAPRIM GRDA,GESAMENA,4.0,AMETRINA,princípio ativo
ALBENECEINA,BENEVIA,5.0,CIANTRANILIPROLE,princípio ativo
FURATAR,AVATAR,3.0,INDOXACARBE,princípio ativo
DMA800B1,GLF001,5.0,GLIFOSATO,princípio ativo
GRAMOXOME,HELMOXONE,4.0,PARAQUATE,princípio ativo
REDOMIL,GARDOMIL,3.0,S-METOLACLORO,princípio ativo
FASTAC 100,CASTOR,3.0,FIPRONIL,princípio ativo
MATO MATO,MAXIZATO,4.0,GLIFOSATO,princípio ativo
ASPERSIN,ASSARIS,4.0,METOMIL,princípio ativo
HORTENIO,PORTERO,3.0,CARBENDAZIM,princípio ativo
ORGAMOSFORADOS,RINCOFOROL,8.0,RINCOFOROL,princípio ativo
RORINDAP,TOPINAM,4.0,TRICLOPIR-BUTOTILICO,princípio ativo
TORPD,SORBA,3.0,LUFENUROM,princípio ativo
CAPITROP,CAPTOR,3.0,TIODICARBE,princípio ativo
SODIUM HYDROGEN METHYLARSANATE,FYSIUM,3.0,METILCICLOPROPENO,princípio ativo
CARBONATO,CARTAGO,4.0,CLETODIM,princípio ativo
HS PRODUTO QUIMICO DE LIMPEZA,DEZ,1.0,"2,4 - D",princípio ativo
ANTECOLINESTEROICO,PROLINE TECNICO,8.0,PROTICONAZOL,princípio ativo
REJENTE,PRESENCE,3.0,BACILLUS LICHENIFORMIS,princípio ativo
SAL DE DIMETILAMINA(2.4-DICHOLOROPHENOXY) ACETIC ACID(2.4-D),DEZ,1.0,"2,4 - D",princípio ativo
UCSON/NUFARM,FASON,2.0,NICOSSULFUROM,princípio ativo
GROXOMONE,PROTONE,4.0,ACIDO ABSCISICO,princípio ativo
